dataset,model,score_optimized,score_not_optimized
megawatt1,random_forest,0.7058823529411765,0.6666666666666667
megawatt1,random_forest,0.823529411764706,0.9411764705882353
megawatt1,random_forest,0.6956521739130436,0.8
megawatt1,decision_tree,0.5,0.7058823529411765
megawatt1,decision_tree,0.625,0.5882352941176471
megawatt1,decision_tree,0.6666666666666666,0.761904761904762
megawatt1,decision_tree,0.5454545454545454,0.7058823529411765
megawatt1,decision_tree,0.375,0.5555555555555556
megawatt1,decision_tree,0.5,0.5
megawatt1,decision_tree,0.5333333333333333,0.7272727272727273
megawatt1,decision_tree,0.7368421052631577,0.7058823529411765
megawatt1,decision_tree,0.631578947368421,0.7000000000000001
megawatt1,decision_tree,0.4444444444444445,0.5
megawatt1,decision_tree,0.5882352941176471,0.6
megawatt1,decision_tree,0.631578947368421,0.75
megawatt1,decision_tree,0.5,0.5555555555555556
megawatt1,decision_tree,0.75,0.6666666666666667
megawatt1,decision_tree,0.5454545454545454,0.4210526315789474
megawatt1,decision_tree,0.5882352941176471,0.6666666666666666
megawatt1,decision_tree,0.4444444444444445,0.47058823529411764
megawatt1,decision_tree,0.631578947368421,0.761904761904762
megawatt1,decision_tree,0.5,0.5333333333333333
megawatt1,decision_tree,0.7777777777777777,0.888888888888889
megawatt1,decision_tree,0.42857142857142855,0.5
megawatt1,decision_tree,0.5263157894736842,0.5882352941176471
megawatt1,decision_tree,0.26666666666666666,0.26666666666666666
megawatt1,decision_tree,0.6666666666666665,0.42857142857142855
megawatt1,decision_tree,0.631578947368421,0.5882352941176471
megawatt1,decision_tree,0.5333333333333333,0.33333333333333326
megawatt1,decision_tree,0.5555555555555556,0.5
megawatt1,decision_tree,0.875,0.7777777777777777
megawatt1,decision_tree,0.7058823529411765,0.7058823529411765
megawatt1,decision_tree,0.7058823529411765,0.8421052631578948
megawatt1,mlp,0.7000000000000001,0.0
megawatt1,mlp,0.6666666666666665,0.7368421052631579
megawatt1,mlp,0.0,0.0
megawatt1,mlp,0.5333333333333333,0.5333333333333333
megawatt1,mlp,0.6666666666666665,0.6666666666666665
megawatt1,mlp,0.6666666666666666,0.6
megawatt1,mlp,0.5,0.5
megawatt1,mlp,0.7368421052631579,0.6399999999999999
megawatt1,mlp,0.6,0.6
megawatt1,mlp,0.6666666666666666,0.6666666666666666
megawatt1,mlp,0.608695652173913,0.6363636363636364
megawatt1,mlp,0.0,0.0
megawatt1,mlp,0.7777777777777778,0.0
megawatt1,mlp,0.7000000000000001,0.631578947368421
megawatt1,mlp,0.5,0.47058823529411764
megawatt1,mlp,0.7368421052631577,0.7368421052631577
megawatt1,mlp,0.6363636363636364,0.5714285714285714
megawatt1,mlp,0.0,0.0
megawatt1,mlp,0.5454545454545455,0.5454545454545455
megawatt1,mlp,0.6399999999999999,0.761904761904762
megawatt1,mlp,0.631578947368421,0.75
megawatt1,mlp,0.42857142857142855,0.42857142857142855
megawatt1,mlp,0.761904761904762,0.761904761904762
megawatt1,mlp,0.7777777777777778,0.7777777777777778
megawatt1,mlp,0.47058823529411764,0.4444444444444444
megawatt1,mlp,0.75,0.75
megawatt1,mlp,0.6399999999999999,0.7058823529411765
megawatt1,mlp,0.6,0.631578947368421
megawatt1,mlp,0.0,0.761904761904762
megawatt1,mlp,0.6666666666666665,0.7272727272727273
megawatt1,knn,0.6,0.5555555555555556
megawatt1,knn,0.375,0.375
megawatt1,knn,0.4615384615384615,0.5333333333333333
megawatt1,knn,0.3333333333333333,0.5263157894736842
megawatt1,knn,0.8571428571428571,0.8181818181818181
megawatt1,knn,0.6666666666666666,0.6363636363636364
megawatt1,knn,0.5,0.4444444444444445
megawatt1,knn,0.5,0.5555555555555556
megawatt1,knn,0.26666666666666666,0.5882352941176471
